Art,Name,Original Set,Release,All Sets By Art,Colors,Have,Quantity,Variant Owned,Notes,Price (R$)
1e677ff1-6a1f-4f10-b168-fac6e7be9906,Ancient Gold Dragon,CLB,2022-06-10,"CLB, PCLB",W,False,0,None,,0.0
52b30f2e-07bf-48bb-bf15-97b33aaaf0fe,Ancient Gold Dragon,CLB,2022-06-10,CLB,W,False,0,None,,0.0
33b1c760-27a9-48c4-85b6-aa1ebfcb6f5f,Ancient Gold Dragon,CLB,2022-06-10,CLB,W,False,0,None,,0.0
30dbdc79-375f-499f-a479-91c9235e3e2a,Ancient Hellkite,M11,2010-07-16,"GN3, M11",R,False,0,None,,0.0
4417a8cd-5236-46fd-9769-bf98430b430e,Ancient Hellkite,PM11,2010-07-15,PM11,R,False,0,None,,0.0
503aaa11-6331-47d4-8f75-7f626ef87f21,Ancient Silver Dragon,CLB,2022-06-10,"CLB, PCLB",U,False,0,None,,0.0
926f88e0-7f3a-40d8-9472-6187f0c48fd8,Ancient Silver Dragon,CLB,2022-06-10,CLB,U,False,0,None,,0.0
fe2d6277-62ad-48f2-92f5-aee5401be454,Ancient Silver Dragon,CLB,2022-06-10,CLB,U,False,0,None,,0.0
35f1a683-746b-4a06-9614-25a1caaebc33,"Ao, the Dawn Sky",NEO,2022-02-18,"NEO, PNEO, SOC",W,False,0,None,,0.0
bba6c0aa-c1cf-4f27-9bdf-4b5aea06596c,"Ao, the Dawn Sky",NEO,2022-02-18,NEO,W,False,0,None,,0.0
34a4cbca-3039-4605-9db3-647403a01626,Arashin Sovereign,DTK,2015-03-27,"DTK, PDTK",GW,False,0,None,,0.0
ab37f5f9-10eb-449b-a5ec-0c25c5e4b6c1,Arashin Sovereign,PDTK,2015-03-27,PDTK,GW,False,0,None,,0.0
3104bba0-12ea-4378-be30-6a5c45acff04,Arcades Sabboth,DMR,2023-01-13,DMR,GUW,False,0,None,,0.0
11e093b7-fb2a-4bb5-848e-8c3b03420e7c,Arcades Sabboth,LEG,1994-06-01,"BCHR, CHR, LEG",GUW,False,0,None,,0.0
e1132049-1a17-4077-8e23-0d9632125ad9,Arcades Sabboth,SLD,2022-11-02,SLD,GUW,False,0,None,,0.0
12bdd526-f045-4779-83cb-ce2146c15cba,"Arcades, the Strategist",M19,2018-07-13,"M19, PLST, PM19, TSR",GUW,False,0,None,,0.0
6df1618e-53be-4ec1-a07d-4ab731b5ce5b,Arcbound Whelp,MH2,2021-06-18,MH2,R,False,0,None,,0.0
4c57c422-31e4-43b4-935e-d1250054324f,Archive Dragon,WOE,2023-09-08,WOE,U,False,0,None,,0.0
1b44f06a-1426-4bcc-914d-fc3b73a12d73,Archwing Dragon,AVR,2012-05-04,AVR,R,False,0,None,,0.0
3b70c9cd-c377-4090-9420-6367670566ec,Armament Dragon,TDM,2025-04-11,TDM,BGW,False,0,None,,0.0
8237279d-881c-440b-9a68-ae1fade3e0bf,Armament Dragon,TDM,2025-04-11,TDM,BGW,False,0,None,,0.0
0ef6a79b-4aaa-414f-94b9-42b5a9fa0eed,Artificer's Dragon,BRO,2022-11-18,BRO,C,False,0,None,,0.0
a648d905-348d-4b26-8673-e257f38b1a46,Astral Dragon,CLB,2022-06-10,CLB,U,False,0,None,,0.0
a304e69d-64fb-43a7-9467-807de7f5da7c,"Atarka, World Render",FRF,2015-01-23,"AFC, C17, FRF, PFRF, TDC",GR,False,0,None,,0.0
14187784-41da-48c8-9217-58062d52bb44,"Atarka, World Render",SCD,2022-12-02,SCD,GR,False,0,None,,0.0
8e74fa13-8d2e-44f5-9096-7d506a7d7172,"Atsushi, the Blazing Sky",NEO,2022-02-18,"NEO, PNEO, PW22, SOC, TDC",R,False,0,None,,0.0
172f2f53-8134-4dd9-b32e-aa391490327f,"Atsushi, the Blazing Sky",NEO,2022-02-18,NEO,R,False,0,None,,0.0
1cfaf0bf-ba6b-4163-bb8a-4367ef6aeb1d,Avaricious Dragon,ORI,2015-07-17,ORI,R,False,0,None,,0.0
96435f8d-b5a4-4ce1-b349-6de2506a1ed4,Avenging Hunter,CLB,2022-06-10,CLB,G,False,0,None,,0.0
7bbd3105-1c46-45a9-b6e7-c6f6e6ea6821,Backdraft Hellkite,C19,2019-08-23,"2X2, C19",R,False,0,None,,0.0
2ef5ed4b-018a-4bdc-85f9-7984f4c5ff6c,Balefire Dragon,ISD,2011-09-30,"CMM, INR, ISD, PLST, PUMA, UMA",R,False,0,None,,0.0
378df1e3-7c88-4176-9739-ee6c0b477e6f,Balefire Dragon,CMM,2023-08-04,CMM,R,False,0,None,,0.0
7ef2497a-36cb-406c-a7ea-4e76ea06ebb2,Beledros Witherbloom,STX,2021-04-23,"BLC, PSTX, SOC, STX",BG,False,0,None,,0.0
4ac9adf1-5546-4e2c-9458-5b7b522a8a2f,Beledros Witherbloom,STX,2021-04-23,STX,BG,False,0,None,,0.0
736fd947-5594-4f5c-b347-51789c408a7a,Belltoll Dragon,DTK,2015-03-27,"DTK, PLST",U,False,0,None,,0.0
316cf0bc-4eca-43e1-9137-544435acb124,"Betor, Ancestor's Voice",TDC,2025-04-11,TDC,BGW,False,0,None,,0.0
a91bfc57-34bb-4d82-b7ff-bb5003c239f8,"Betor, Kin to All",TDM,2025-04-11,"PTDM, TDM",BGW,False,0,None,,0.0
5944c5a3-312a-49fb-8740-5872f4426ddb,"Betor, Kin to All",TDM,2025-04-11,TDM,BGW,False,0,None,,0.0
93595c1a-8401-40aa-a685-2306b43d75ba,"Betor, Kin to All",TDM,2025-04-11,TDM,BGW,False,0,None,,0.0
d3550980-06b0-420f-be50-ff8a5c93e153,Bhaal's Invoker,CLB,2022-06-10,CLB,R,False,0,None,,0.0
ff5cdcfc-fd7d-4b91-b9c5-2bd900c222be,Black Dragon,AFR,2021-07-23,AFR,B,False,0,None,,0.0
38b3325e-6784-4fc9-9080-e45a4de69ee2,Black Dragon,AFR,2021-07-23,AFR,B,False,0,None,,0.0
64d0c54f-ecd3-4a62-8038-3d8938c1e9d2,"Bladewing, Deathless Tyrant",DMC,2022-09-09,DMC,BR,False,0,None,,0.0
14d104c2-f1d3-4bf0-a39c-fad2442f290c,Bladewing the Risen,IMA,2017-11-17,"IMA, PLST",BR,False,0,None,,0.0
33cc664a-c724-4005-aa1c-23c68705ce34,Bladewing the Risen,SCG,2003-05-26,"C17, CMA, CMD, DRB, SCG",BR,False,0,None,,0.0
3bf132e1-dbd8-4c23-aad6-f6e991bbe145,Blast-Furnace Hellkite,BRC,2022-11-18,BRC,R,False,0,None,,0.0
241c862a-ed47-40c2-903d-1d7ada0b818e,Bloomvine Regent // Claim Territory,TDM,2025-04-11,"PTDM, TDM",G,False,0,None,,0.0
d6da3750-e2bc-4d60-a77a-a30b5cacb1ac,Blue Dragon,AFR,2021-07-23,AFR,U,False,0,None,,0.0
e5aa61a6-8f31-433c-955a-c65bda8fc009,Blue Dragon,AFR,2021-07-23,AFR,U,False,0,None,,0.0
7ba64784-0fd6-4c81-9d53-ede30ac541f6,Bogardan Hellkite,TSP,2006-10-06,"AFC, C14, CM2, DRB, IMA, M10, TSP",R,False,0,None,,0.0
6505a409-b717-42a1-887c-3dc545438651,Bogardan Hellkite,DDG,2011-04-01,DDG,R,False,0,None,,0.0
95aa67af-17b5-4d1e-84d8-3b7622a47b60,Bogardan Hellkite,SLC,2022-11-01,SLC,R,False,0,None,,0.0
6237ff29-bc5c-4d80-9181-5f07f811fc72,Bolshack Dragon,MB2,2024-08-02,MB2,R,False,0,None,,0.0
b836a7aa-be47-4eef-b87e-fd884a8ced10,Boltwing Marauder,DTK,2015-03-27,"DTK, PDTK",BR,False,0,None,,0.0
ae594a20-52f3-47a3-ad6b-252e92cc9f94,Boltwing Marauder,PDTK,2015-03-27,PDTK,BR,False,0,None,,0.0
a1a54afa-32eb-4c2e-8673-971e7f7d7d9a,Bone Devourer,TDC,2025-04-11,TDC,B,False,0,None,,0.0
a87d183d-f2dc-4e0a-9aee-bf397c09be37,Bone Dragon,M19,2018-07-13,"M19, PM19",B,False,0,None,,0.0
decb8399-16eb-4df0-8a3a-c743357feaf5,Bonehoard Dracosaur,LCI,2023-11-17,"LCI, PLCI",R,False,0,None,,0.0
f91dcb29-6aef-4cae-8866-aacd976f2cec,Bonehoard Dracosaur,LCI,2023-11-17,LCI,R,False,0,None,,0.0
cc2f5eab-f58e-4c9b-bc2f-69c23c699d6f,Boneyard Scourge,C17,2017-08-25,C17,B,False,0,None,,0.0
bded1df8-5253-4d66-8b6d-ad395b9bf88d,Boulderborn Dragon,TDM,2025-04-11,TDM,C,False,0,None,,0.0
9921a8ef-593f-4223-b031-d20bc345b0b5,Boulderborn Dragon,TDM,2025-04-11,TDM,C,False,0,None,,0.0
72066284-b1d2-4bea-b1f1-ed0008840cdd,Brainstealer Dragon,OTC,2024-04-19,OTC,B,False,0,None,,0.0
ca061161-ac7c-4436-9fe9-6cb53ece80b6,Brainstealer Dragon,CLB,2022-06-10,CLB,B,False,0,None,,0.0
fde38d33-1691-4d13-9bae-2899bb391560,Brimstone Dragon,P02,1998-06-24,"P02, PLST",R,False,0,None,,0.0
2a503fd5-423e-4232-addd-74a47cc4c765,Broodcaller Scourge,TDC,2025-04-11,TDC,G,False,0,None,,0.0
66da2e50-f77a-453a-a336-43205b553ee6,Broodmate Dragon,ALA,2008-10-03,"ALA, C17, MM3, PALA",BGR,False,0,None,,0.0
581e8fa7-0c33-4ad3-a4aa-31706736f356,Broodmate Tyrant,M3C,2024-06-14,M3C,BGR,False,0,None,,0.0
e26f44f2-fdd2-4038-a7e4-68c21842f413,Caldera Pyremaw,TDC,2025-04-11,TDC,R,False,0,None,,0.0
d52ca685-bafd-468c-88a4-eb4c456f0212,Canopy Dragon,MIR,1996-10-08,MIR,G,False,0,None,,0.0
1dbc5cba-3605-42ff-a219-d837d4b1806e,Canopy Gargantuan,TDC,2025-04-11,TDC,G,False,0,None,,0.0
892a6df1-105c-485e-af09-56a21f5c188e,Capricious Hellraiser,ONE,2023-02-10,"ONE, PONE",R,False,0,None,,0.0
cea14fc6-5169-41be-bed7-8f98a3524abc,Capricious Hellraiser,ONE,2023-02-10,ONE,R,False,0,None,,0.0
baf3215d-dcb9-4fa6-a370-16e993d6292a,Capricious Hellraiser,ONE,2023-02-10,ONE,R,False,0,None,,0.0
4e9bff34-efb6-4ace-8d53-fc98646f917f,Catacomb Dragon,MIR,1996-10-08,MIR,B,False,0,None,,0.0
6fc2b4bb-aff7-4c46-8ee5-661a71df0dea,Cat Dragon,TC17,2017-08-25,"T2X2, TC17",BGR,False,0,None,,0.0
d1498f50-d3f7-4ccf-9465-78d0d2f0ddab,Cavern-Hoard Dragon,LTC,2023-06-23,LTC,R,False,0,None,,0.0
4d626956-c4c2-4998-8d0d-ff98bf2f6257,Chaos Dragon,AFC,2021-07-23,"AFC, CLB",R,False,0,None,,0.0
36e151c4-1e6a-439c-8a4f-0b86b25a94eb,Chardalyn Dragon,CLB,2022-06-10,CLB,C,False,0,None,,0.0
b0e97900-cc67-413f-973d-24a4521434a7,"Chiss-Goria, Forge Tyrant",ONC,2023-02-10,ONC,R,False,0,None,,0.0
bd95ab6a-8bb1-4841-8dd6-a172c92cc9bb,Chromium,LEG,1994-06-01,"BCHR, CHR, LEG",BUW,False,0,None,,0.0
c83ded55-f591-4c3f-aba1-88b6d4134af4,Chromium,SLD,2022-11-02,SLD,BUW,False,0,None,,0.0
3bc6b56d-0386-4987-9150-0feb7854fde5,"Chromium, the Mutable",M19,2018-07-13,"M19, PM19",BUW,False,0,None,,0.0
439769f3-4572-4723-ba0c-7914cadcf673,Clarion Conqueror,TDM,2025-04-11,"PTDM, TDM",W,False,0,None,,0.0
95f39758-c03b-4707-8caa-e3b00c8656b4,Clarion Conqueror,TDM,2025-04-11,TDM,W,False,0,None,,0.0
57124c05-3e10-4497-a1af-045314f5e8e6,Clockwork Dragon,MRD,2003-10-02,"MRD, PLST",C,False,0,None,,0.0
e0839a44-810a-45e6-9d79-a0d709a2fd11,Cloud Dragon,POR,1997-05-01,"PLST, POR",U,False,0,None,,0.0
c449874f-b30d-4570-ba66-0836a3ee9740,Colossal Grave-Reaver,TDC,2025-04-11,TDC,BG,False,0,None,,0.0
c1258489-a41d-4e81-af7f-f393a238b65e,Covetous Dragon,UDS,1999-06-07,"UDS, WC99",R,False,0,None,,0.0
cea1e2a2-64dc-493b-8a28-8afe4d79478d,Crimson Hellkite,7ED,2001-04-11,7ED,R,False,0,None,,0.0
2054c786-d351-4135-85bb-4c7ce697f516,Crimson Hellkite,MIR,1996-10-08,"6ED, MIR, OLEP",R,False,0,None,,0.0
ad9ee2ad-9405-437d-a386-52bbbdd7d649,"Crosis, the Purger",PD3,2011-11-18,"C17, PD3, PLST",BRU,False,0,None,,0.0
39b3fd95-06ce-4db4-b91d-436a206d1821,"Crosis, the Purger",INV,2000-10-02,INV,BRU,False,0,None,,0.0
541f27a2-eef1-4e8d-bd2c-244a2131bd97,Crystal Dragon // Rob the Hoard,CLB,2022-06-10,CLB,W,False,0,None,,0.0
b4c44f3b-ba21-47aa-98fe-234951038dc2,Cunning Breezedancer,DTK,2015-03-27,"DTK, PLST",UW,False,0,None,,0.0
e1f5aeed-564f-473d-bf57-06a76c9f8a57,Darigaaz Reincarnated,DOM,2018-04-27,"DOM, PDOM",BGR,False,0,None,,0.0
93896027-b486-4e12-a48a-c1392ded16a2,"Darigaaz, the Igniter",INV,2000-10-02,"DDE, INV",BGR,False,0,None,,0.0
2ec1206e-442f-44fa-9ff7-7545c22ec0b5,Deathbringer Regent,DTK,2015-03-27,"C17, C21, DTK, E01, J22, NCC, PDTK",B,False,0,None,,0.0
057dba6c-298f-444d-9825-48dc5e81e579,Deathbringer Regent,PDTK,2015-03-27,PDTK,B,False,0,None,,0.0
822f4129-50da-4d66-b6ac-2380c8fdcbb0,Decadent Dragon // Expensive Taste,WOE,2023-09-08,"PWOE, WOE",R,False,0,None,,0.0
9888fe86-4103-4079-adfd-bc8fbff4b2c2,Decadent Dragon // Expensive Taste,WOE,2023-09-08,WOE,R,False,0,None,,0.0
17910b59-5fa1-4c05-afb3-66a90dd298a9,Deceptive Frostkite,TDC,2025-04-11,TDC,U,False,0,None,,0.0
18890a94-bf1b-446c-9786-2cc240f1acf3,Demanding Dragon,M19,2018-07-13,"AFC, M19, PLST, PM19, SCD",R,False,0,None,,0.0
3cc0a1c3-1b52-4086-9561-e4fa61a67a22,Destructor Dragon,FRF,2015-01-23,"FRF, PLST",G,False,0,None,,0.0
f92ccdf2-54e2-472b-b944-12995d6806d7,Dinosaur Dragon,TDFT,2025-02-14,TDFT,R,False,0,None,,0.0
8af45c82-cc1c-4439-aa71-313581559c04,Dirgur Island Dragon // Skimming Strike,TDM,2025-04-11,TDM,U,False,0,None,,0.0
f7e37c33-b10c-4470-aa9c-be8302b79407,Dirgur Island Dragon // Skimming Strike,TDM,2025-04-11,TDM,U,False,0,None,,0.0
d4379ef0-fc48-4381-bf35-23963d520aba,Disruptive Stormbrood // Petty Revenge,TDM,2025-04-11,TDM,G,False,0,None,,0.0
13f5d156-0877-41c4-9b43-5b3f8c4c6673,Disruptive Stormbrood // Petty Revenge,TDM,2025-04-11,TDM,G,False,0,None,,0.0
654e3b41-b286-4d43-8199-c2f153c86dc3,Diviner of Mist,TDC,2025-04-11,TDC,U,False,0,None,,0.0
a95e4a09-371d-4cfd-832e-095938deffe0,Draco,PLS,2001-02-05,"DRB, PLS, PLST",C,False,0,None,,0.0
51a66b0c-0f9d-4bbb-a4e1-51cb0f11b2f6,Draconic Muralists,CLB,2022-06-10,CLB,G,False,0,None,,0.0
5f026ca2-eca7-4c08-aea7-fc2f08b34b14,Dracosaur Auxiliary,DFT,2025-02-14,DFT,R,False,0,None,,0.0
3dbbf7be-32ef-4782-aedc-fd7c6c24c7d7,Dragon,H17,2017-09-20,"H17, TUND, TUST",C,False,0,None,,0.0
07ca6be2-e911-4b32-b769-9a26d51fd4eb,Dragon,TLTC,2023-06-23,TLTC,BR,False,0,None,,0.0
1de3044c-8e8f-4f7a-96d5-b5a1c072b381,Dragon,TC18,2018-08-09,"TC18, TCMM, TCMR, TGN2, TGN3, TOTC, TTDC",R,False,0,None,,0.0
f3a70737-ee42-49c2-b628-6eb2b17a50e7,Dragon,TM14,2013-07-19,"TEMA, TIMA, TM14, TM15, TM19",R,False,0,None,,0.0
8b3a73ff-e25c-48a6-9e98-78fb39a2774d,Dragon,TDMU,2022-09-09,"TDMU, TFDN",R,False,0,None,,0.0
00de1484-8510-4d32-ada8-4472fe2e0414,Dragon,TWAR,2019-05-03,"TCLB, TCMM, TWAR",R,False,0,None,,0.0
85fa7926-2d9d-4f56-8dc8-acdd2f1c425e,Dragon,TMED,2018-10-05,TMED,R,False,0,None,,0.0
708ca047-b8c3-49d2-bc31-973de95572a3,Dragon,TALA,2008-10-03,"TALA, TC17, TMM3, TMMA",R,False,0,None,,0.0
9b8ff361-c7df-4648-b989-f8506c096d81,Dragon,TDTK,2015-03-27,TDTK,R,False,0,None,,0.0
fd710d03-901e-4c05-984c-87a08564528e,Dragon,TTDM,2025-04-11,TTDM,R,False,0,None,,0.0
d8f77cbc-35a9-4af4-b798-1d5afb57412b,Dragon,PL24,2024-02-08,PL24,R,False,0,None,,0.0
ca075b12-4f63-4bd4-bb79-99ff54f78838,Dragon,TTLA,2025-11-21,TTLA,R,False,0,None,,0.0
dbd658d1-1eda-4145-b9a7-df2393a5eb49,Dragon,TWWK,2010-02-05,"TBFZ, TC19, TCN2, TFDN, TONC, TTDC, TWWK",R,False,0,None,,0.0
49f1a314-2e23-49ac-92d9-2cecbae456e0,Dragon,TM3C,2024-06-14,TM3C,R,False,0,None,,0.0
e98a00a7-d6fe-410b-8a5c-f8ff5bce4958,Dragon,TM19,2018-07-13,"TAFC, TCLB, TCMM, TGN2, TM19, TSCD",R,False,0,None,,0.0
ebf3b54f-c572-4f11-94f6-05fb80e67620,Dragon,TKHM,2021-02-05,TKHM,R,False,0,None,,0.0
1462a26d-dd62-457d-96f2-07a4066426ed,Dragon,T10E,2007-07-13,"T10E, TC15, TCMA, TIMA, TPCA",R,False,0,None,,0.0
4f64c481-3490-4da9-93a6-303746c7e283,Dragon,WDMU,2022-09-09,WDMU,R,False,0,None,,0.0
0784d260-5986-4147-bf78-cea1c1a9b537,Dragon,PR2,2002-01-01,PR2,R,False,0,None,,0.0
425de6aa-d8d8-46a2-94a0-2a286b4b26fe,Dragon,TRTR,2012-10-05,"TC17, TGK2, TRTR, TRVR",R,False,0,None,,0.0
f320026a-afd7-461d-94d0-ce5423f1b168,Dragon,TARB,2009-04-30,TARB,GR,False,0,None,,0.0
f55d03cd-e37c-4e29-89a6-daf6952e15ba,Dragonborn Champion,AFC,2021-07-23,AFC,GR,False,0,None,,0.0
073d76ec-e753-4b6a-b0fe-5edd76ce5de5,Dragonborn Champion,SLD,2026-02-09,SLD,GR,False,0,None,,0.0
ef66b101-7a1a-4a25-b89a-5de661afc643,Dragonborn Looter,CLB,2022-06-10,CLB,U,False,0,None,,0.0
1e8a835f-be82-42bf-8abe-8719837b4aa1,Dragon Broodmother,ARB,2009-04-30,"ARB, PLST",GR,False,0,None,,0.0
2ecbec91-18cb-4891-8981-0916deb01194,Dragon Broodmother,PARB,2009-04-25,PARB,GR,False,0,None,,0.0
b7e55da5-ae6e-453e-8b18-e4e9086aae62,Dragon Egg,M14,2013-07-19,"CMR, EMA, GN2, GN3, IMA, J22, M14, M19, PLST",R,False,0,None,,0.0
117fc0c6-8301-4e37-b711-2833103a3c3b,Dragon Egg,TC18,2018-08-09,"TC18, TCMM, TOTC, TTDC",R,False,0,None,,0.0
6757abde-d479-48da-8d84-ed7e5b61d6db,Dragon Elemental,TOTC,2024-04-19,TOTC,R,False,0,None,,0.0
c8d605e2-6af2-4a3f-9c09-bfd2da6ef170,Dragonfly Swarm,TLA,2025-11-21,TLA,RU,False,0,None,,0.0
39b43edf-6ceb-4e68-8957-9abf65521183,Dragon Hatchling,M13,2012-07-13,"BBD, GN3, J25, JMP, M13, M14",R,False,0,None,,0.0
d2a11f8b-5b9c-4a68-9acd-04add6106659,"Dragonhawk, Fate's Tempest",BLB,2024-08-02,"BLB, PBLB",R,False,0,None,,0.0
77039fe6-1675-4906-ad6d-8d4cdf10caf5,"Dragonhawk, Fate's Tempest",BLB,2024-08-02,BLB,R,False,0,None,,0.0
43989a54-86ce-429f-b6c1-81639ff10a2f,Dragon Illusion,TVOW,2021-11-19,"TSOC, TTDC, TVOW",R,False,0,None,,0.0
269f3e00-805d-4842-83f7-8054b557c55a,Dragonlord Atarka,DTK,2015-03-27,"DTK, PDTK, PLST, TDC",GR,False,0,None,,0.0
886ac2f1-1284-4447-9846-0ead000bb45f,Dragonlord Atarka,P30A,2022-09-02,P30A,GR,False,0,None,,0.0
a3265734-74a3-4d35-ad0b-731b43419b9d,Dragonlord Dromoka,DTK,2015-03-27,"2X2, DTK, PDTK, PLST, TDC",GW,False,0,None,,0.0
4b36b723-d9a1-47a7-baef-779518d924d6,Dragonlord Dromoka,2X2,2022-07-08,2X2,GW,False,0,None,,0.0
46fca529-29c4-42bd-bcd2-6c85fc1bb8c5,Dragonlord Kolaghan,DTK,2015-03-27,"DTK, PDTK",BR,False,0,None,,0.0
bc05d9f7-9b88-411a-9dd1-e8599d6b1626,Dragonlord Kolaghan,SLD,2023-04-23,SLD,BR,False,0,None,,0.0
58a939dc-42c3-461f-815b-58dbed1030d5,Dragonlord Ojutai,DTK,2015-03-27,"DTK, NCC, PDTK, PLST",UW,False,0,None,,0.0
b10e2c66-a5d7-401e-b80b-94e2898cfe76,Dragonlord Ojutai,SLC,2022-11-01,SLC,UW,False,0,None,,0.0
daabac12-fdf9-4f5d-8a2b-db1aac26a984,Dragonlord Silumgar,DTK,2015-03-27,"2X2, DTK, PDTK",BU,False,0,None,,0.0
4370f95a-a150-4902-bdcf-de0b7ff96b8a,Dragonlord Silumgar,SLP,2024-01-19,SLP,BU,False,0,None,,0.0
c3144bf2-32a0-49ec-8c07-f5d8ae60c347,Dragon Mage,SCG,2003-05-26,"C15, C16, FDN, GN3, M20, PLST, SCD, SCG",R,False,0,None,,0.0
f0a12154-cb6f-4f77-8f88-cdd7f9c25617,Dragon Mage,J22,2022-12-02,J22,R,False,0,None,,0.0
16a52bb5-8ee8-408e-bc03-54c3a7772e07,Dragon Moose,TLE,2025-11-21,TLE,R,False,0,None,,0.0
1c51e746-fa8d-49a7-ba37-dd6939f0cfba,Dragon Spirit,TNEO,2022-02-18,TNEO,R,False,0,None,,0.0
da77b8d4-d0af-498b-81db-39d57130eeb8,Dragon Spirit,TAFC,2021-07-23,TAFC,GR,False,0,None,,0.0
2ae4f302-490b-4228-bf42-47441529b098,Dragon Turtle,AFR,2021-07-23,"AFR, PAFR",U,False,0,None,,0.0
53b73f6e-a1f9-4fba-ad02-2573d5641e11,Dragon Turtle,AFR,2021-07-23,AFR,U,False,0,None,,0.0
f0513691-72b1-483d-9e63-60b552a3b5a0,Dragon Tyrant,SCG,2003-05-26,SCG,R,False,0,None,,0.0
771d2c34-a39e-48fe-a8c1-30f8dfc979e8,Dragon Whelp,DMU,2022-09-09,"DMR, DMU, J25, PLST",R,False,0,None,,0.0
3f7f9b50-e94e-4bdb-886a-be542cbe77a4,Dragon Whelp,DRB,2008-08-29,"ARC, CMA, CMD, DDG, DRB, M10, PLST",R,False,0,None,,0.0
9871c875-217f-4f44-a77f-bba5734ddea1,Dragon Whelp,LEA,1993-08-05,"2ED, 30A, 3ED, 4BB, 4ED, CED, CEI, FBB, LEA, LEB, SUM, TSB",R,False,0,None,,0.0
e629c181-4160-46a9-888a-561c06907db6,"Drakuseth, Maw of Flames",M20,2019-07-12,"CLB, CMM, FDN, GN3, M20, PFDN, PM20, SCD",R,False,0,None,,0.0
6dcd0f4c-a7f4-4552-bbcc-8727d4561d9d,"Drakuseth, Maw of Flames",SLD,2025-12-01,SLD,R,False,0,None,,0.0
a7239b06-d28b-4111-a52d-ef234d047d0f,Dread Linnorm // Scale Deflection,CLB,2022-06-10,"CLB, PLST",G,False,0,None,,0.0
ca63e2a0-9de1-479b-ab43-cc5755ce3aa8,Dream Pillager,C15,2015-11-13,"AFC, C15, CLB, CM2, SCD",R,False,0,None,,0.0
